"","player_api_id","player_name","no_of_appearences","overall_rating","gk_rating","no_of_leagues"
"4825",113340,"Jens Hegeler",62,75,123,1
"4826",45488,"Jens Janse",66,65,124,1
"4827",36322,"Jens Langeneke",12,71,123,1
"4828",30648,"Jens Lehmann",66,88,423,2
"4829",240044,"Jens Naessens",41,71,56,1
"4830",280038,"Jens Podevijn",9,63,57,1
"4831",427850,"Jens Streutker",4,63,50,1
"4832",188557,"Jens Toornstra",175,75,136,1
"4833",94164,"Jens Wemmer",16,71,136,1
"4834",212813,"Jens Wissing",2,64,48,1
"4835",245526,"Jeong-Ho Hong",35,73,50,1
"4836",261654,"Jere Uronen",1,68,43,1
"4837",23869,"Jerel Ifil",33,67,131,1
"4838",42598,"Jeremain Lens",92,79,124,2
"4839",24753,"Jeremie Aliadiere",97,77,98,2
"4840",643229,"Jeremie Boga",3,67,62,1
"4841",36123,"Jeremie Brechet",112,75,138,2
"4842",26343,"Jeremie Janot",52,80,396,1
"4843",39980,"Jeremy Berthod",41,76,149,1
"4844",5631,"Jeremy Blayac",8,68,113,1
"4845",98407,"Jeremy Bokila",1,70,61,1
"4846",94019,"Jeremy Choplin",43,69,54,1
"4847",35499,"Jeremy Clement",163,77,148,1
"4848",242234,"Jeremy Dumesnil",5,60,297,1
"4849",33688,"Jeremy Gavanon",2,70,356,1
"4850",38111,"Jeremy Henin",14,67,126,1
"4851",94288,"Jeremy Huyghebaert",30,60,92,1
"4852",298822,"Jeremy Labor",3,61,46,1
"4853",171182,"Jeremy Maniere",1,52,46,1
"4854",26403,"Jeremy Mathieu",136,83,149,2
"4855",33782,"Jeremy Menez",133,82,140,2
"4856",40740,"Jeremy Morel",224,76,147,1
"4857",17703,"Jeremy Perbet",62,73,143,2
"4858",40537,"Jeremy Pied",83,75,120,1
"4859",26235,"Jeremy Sapina",29,66,120,1
"4860",200634,"Jeremy Serwy",8,63,53,1
"4861",46338,"Jeremy Sorbon",186,73,122,1
"4862",94030,"Jeremy Taravel",84,70,135,1
"4863",443966,"Jeremy Toljan",25,70,56,1
"4864",39990,"Jeremy Toulalan",207,84,153,2
"4865",104003,"Jerge Hoefdraad",3,62,53,1
"4866",33435,"Jerko Leko",19,74,151,1
"4867",30348,"Jermain Defoe",156,84,112,1
"4868",31989,"Jermaine Beckford",13,76,106,1
"4869",30818,"Jermaine Jenas",60,80,141,1
"4870",27483,"Jermaine Jones",87,80,146,2
"4871",34601,"Jermaine Pennant",69,82,136,2
"4872",45852,"Jeroen Drost",31,67,125,1
"4873",26542,"Jeroen Heubach",4,66,132,1
"4874",303568,"Jeroen Lumu",1,64,48,1
"4875",37858,"Jeroen Simaeys",44,72,134,1
"4876",166065,"Jeroen Tesselaar",131,65,58,2
"4877",619297,"Jeroen van der Lely",9,63,39,1
"4878",148338,"Jeroen Vanthournout",13,60,72,1
"4879",110142,"Jeroen Veldmate",42,67,67,1
"4880",5044,"Jeroen Verhoeven",21,68,344,1
"4881",150236,"Jeroen Zoet",162,79,396,1
"4882",26574,"Jerold Promes",3,64,150,1
"4883",26313,"Jerome Alonzo",27,78,370,1
"4884",36183,"Jerome Boateng",172,87,144,2
"4885",37367,"Jerome Colinet",1,61,55,1
"4886",335436,"Jerome Gondorf",33,72,51,1
"4887",41236,"Jerome Le Moigne",56,68,128,1
"4888",35408,"Jerome Leroy",71,80,146,1
"4889",529324,"Jerome Prior",11,69,349,1
"4890",32578,"Jerome Rothen",63,85,158,2
"4891",244558,"Jerome Roussillon",53,73,52,1
"4892",7663,"Jerome Schneider",30,55,56,1
"4893",66905,"Jerome Sonnerat",59,60,50,1
"4894",114792,"Jerome Thiesson",189,60,113,1
"4895",23954,"Jerome Thomas",65,75,137,1
"4896",611831,"Jerry St. Juste",24,70,59,1
"4897",212767,"Jerry Uche Mbakogu",20,73,65,1
"4898",40679,"Jerry Vandam",38,67,115,2
"4899",211020,"Jerson Cabral",70,70,47,1
"4900",36622,"Jerzy Dudek",1,81,380,1
"4901",281085,"Jese Rodriguez",10,80,54,1
"4902",186837,"Jesper Drost",84,73,57,1
"4903",25329,"Jesper Hansen",20,71,354,1
"4904",26771,"Jesper Joergensen",54,70,147,1
"4905",35121,"Jesper Juelsgaard",10,68,117,1
"4906",299215,"Jesse Lingard",16,76,54,1
"4907",595752,"Jesse van Bezooijen",3,59,39,1
"4908",515189,"Jessy Galvez Lopez",3,64,44,1
"4909",26367,"Jessy Moulin",1,67,338,1
"4910",466430,"Jessy Pi",33,66,55,1
"4911",33665,"Jesus Capi",14,75,156,1
"4912",210956,"Jesus Corona",44,78,50,2
"4913",18705,"Jesus Datolo",6,77,156,2
"4914",174030,"Jesus Fernandez",8,72,349,1
"4915",33843,"Jesus Gamez",190,79,133,1
"4916",75609,"Jesus Mendoza",12,69,127,1
"4917",33991,"Jesus Navas",214,86,148,2
"4918",75606,"Jesus Perez Francis",65,74,147,1
"4919",150574,"Jesus Rueda",58,73,148,1
"4920",37448,"Jesus Vazquez",20,76,144,1
"4921",240205,"Jetro Willems",106,78,56,1
"4922",291425,"Jhon Cordoba",45,75,53,2
"4923",423024,"Jhon Murillo",9,67,48,1
"4924",523414,"Jhonder Cadiz",6,60,41,1
"4925",51348,"Jhonny Mosquera",1,66,41,1
"4926",30802,"Ji-Sung Park",79,82,143,2
"4927",36093,"Jiayi Shao",1,70,140,1
"4928",117432,"Jiloan Hamad",3,71,113,1
"4929",363325,"Jim Fenlon",1,58,43,1
"4930",23660,"Jim Goodwin",117,66,99,1
"4931",38497,"Jim Hamilton",10,60,132,1
"4932",31160,"Jim Larsen",9,75,123,1
"4933",17525,"Jim McAlister",62,64,57,1
"4934",47512,"Jim O'Brien",44,66,125,1
"4935",32485,"Jim Paterson",3,65,150,1
"4936",26330,"Jimmy Briand",147,81,151,2
"4937",24843,"Jimmy Bullard",31,80,145,1
"4938",423190,"Jimmy Cabot",6,69,62,1
"4939",237646,"Jimmy De Jonghe",15,63,40,1
"4940",39859,"Jimmy Hempte",83,67,141,2
"4941",23051,"Jimmy Juan",11,61,134,1
"4942",187012,"Jimmy Kamghain",3,64,114,1
"4943",33421,"Jimmy Kebe",15,71,118,1
"4944",46709,"Jimmy Mainfroi",16,66,139,1
"4945",309496,"Jin-Su Kim",31,74,48,1
"4946",467053,"Jinty Caenepeel",1,61,45,1
"4947",41192,"Jires Kembo-Ekoko",42,75,118,1
"4948",43138,"Jiri Bilek",62,69,130,2
"4949",33582,"Jiri Jarosik",51,77,150,1
"4950",25790,"Jiri Koubsky",27,66,143,1
"4951",30821,"Jiri Stajner",36,76,143,1
"4952",23785,"Jlloyd Samuel",50,71,119,1
"4953",166663,"Jo Christiaens",1,57,113,1
"4954",131403,"Jo Coppens",34,63,319,1
"4955",97323,"Jo Inge Berget",1,74,126,1
"4956",167254,"Jo-Gook Jung",3,71,132,1
"4957",40792,"Jo",26,81,133,1
"4958",503659,"Joachim Andersen",17,68,58,1
"4959",473851,"Joachim Eickmayer",3,63,50,1
"4960",148286,"Joachim Mununga",41,66,124,1
"4961",186184,"Joachim van Damme",11,66,58,1
"4962",40599,"Joan Capdevila",138,80,151,3
"4963",26164,"Joan Hartock",1,67,339,1
"4964",574662,"Joan Jordan",3,66,59,1
"4965",173885,"Joan Oriol",29,72,133,1
"4966",282284,"Joan Roman",1,71,49,2
"4967",37441,"Joan Verdu",184,80,161,2
"4968",422808,"Joao Afonso",40,68,54,1
"4969",568911,"Joao Afonso",29,76,52,1
"4970",164088,"Joao Alves Faria Daniel",21,61,66,1
"4971",30580,"Joao Alves",52,71,142,1
"4972",242879,"Joao Amorim",18,67,59,1
"4973",150047,"Joao Aurelio",69,74,131,1
"4974",181198,"Joao Barroca",45,62,315,2
"4975",435902,"Joao Camacho",4,62,69,1
"4976",361757,"Joao Cancelo",28,75,58,2
"4977",38293,"Joao Carlos",41,73,141,1
"4978",40182,"Joao Coimbra",3,68,98,1
"4979",362661,"Joao Costa,21",10,71,40,1
"4980",164059,"Joao Dias",45,64,40,1
"4981",191789,"Joao Diogo",78,70,63,1
"4982",470337,"Joao Gois",9,67,48,1
"4983",164001,"Joao Goncalves",43,69,144,1
"4984",19439,"Joao Guilherme",80,71,135,1
"4985",41328,"Joao Inacio Pia",9,69,147,1
"4986",112881,"Joao Luiz",51,65,133,1
"4987",300916,"Joao Mario",68,80,45,1
"4988",40942,"Joao Martins",23,67,59,1
"4989",281554,"Joao Meira",31,69,60,1
"4990",97484,"Joao Moreno",81,71,140,1
"4991",37549,"Joao Moutinho",188,84,150,2
"4992",470301,"Joao Novais",6,60,46,1
"4993",68861,"Joao Paiva",42,66,119,1
"4994",524434,"Joao Palinha",21,74,46,1
"4995",40960,"Joao Paulo Andrade",47,74,126,2
"4996",42254,"Joao Paulo Di Fabio",7,61,99,1
"4997",26092,"Joao Paulo",4,64,62,1
"4998",203739,"Joao Pedro Galvao",22,72,60,2
"4999",164241,"Joao Pedro",62,71,53,1
"5000",173630,"Joao Pedro",8,65,64,1
"5001",25962,"Joao Pedro",8,61,54,1
"5002",375790,"Joao Pedro",1,66,59,1
"5003",25990,"Joao Pereira",156,80,158,3
"5004",150299,"Joao Real",112,71,116,1
"5005",45241,"Joao Ribeiro",43,73,131,1
"5006",425426,"Joao Rodriguez",1,60,56,1
"5007",345905,"Joao Schimdt",11,72,48,1
"5008",185432,"Joao Silva",16,68,50,1
"5009",488140,"Joao Teixeira",1,69,50,1
"5010",43307,"Joao Tomas",72,75,135,1
"5011",167376,"Joao Victor",23,73,58,1
"5012",27574,"Joao Vilela",63,67,56,1
"5013",280906,"Joaozinho",91,72,55,1
"5014",202664,"Joaquim Adao",1,52,55,1
"5015",57103,"Joaquin Boghossian",1,67,55,1
"5016",319631,"Joaquin Correa",10,74,44,1
"5017",96509,"Joaquin Larrivey",83,76,97,2
"5018",37824,"Joaquin",158,88,166,2
"5019",24754,"Jobi McAnuff",27,74,120,1
"5020",42146,"Jocelyn Ahoueya",1,56,111,1
"5021",137223,"Jocelyn Roux",33,62,41,1
"5022",186440,"Jochem Jansen",7,60,41,1
"5023",23334,"Jody Craddock",43,73,127,1
"5024",243421,"Jody Lukoki",68,69,55,1
"5025",23127,"Jody Morris",83,67,133,1
"5026",26350,"Jody Viviani",33,74,374,1
"5027",47558,"Joe Allen",72,78,144,1
"5028",23755,"Joe Cardle",26,63,50,1
"5029",30630,"Joe Cole",68,87,140,2
"5030",31432,"Joe Hart",275,85,414,1
"5031",23987,"Joe Keenan",6,65,132,1
"5032",22929,"Joe Ledley",140,76,138,2
"5033",23147,"Joe Lewis",1,68,337,1
"5034",287223,"Joe Riley",1,66,51,1
"5035",189927,"Joe Shaughnessy",70,62,61,1
"5036",46232,"Joeel Sami",119,70,120,2
"5037",242094,"Joel Campbell",45,76,66,3
"5038",154246,"Joel Chukwuma Obi",19,77,133,1
"5039",588337,"Joel Drommel",11,66,327,1
"5040",114337,"Joel Ekstrand",3,71,147,1
"5041",42331,"Joel Epalle",36,73,133,1
"5042",553598,"Joel Gerezgiher",1,60,56,1
"5043",132814,"Joel Mall",71,65,323,1
"5044",171698,"Joel Matip",161,81,139,1
"5045",89653,"Joel Perovuo",3,59,138,1
"5046",186054,"Joel Robles",43,74,374,2
"5047",148905,"Joel Thomas",10,56,102,1
"5048",158201,"Joel Tillema",1,59,127,1
"5049",358156,"Joel Untersee",24,60,52,1
"5050",304455,"Joel Veltman",85,78,43,1
"5051",146830,"Joel Ward",101,76,99,1
"5052",195581,"Joel",1,61,43,1
"5053",45922,"Joep van den Ouweland",6,60,133,1
"5054",293718,"Joeri de Kamps",29,66,52,1
"5055",212166,"Joeri Schroyen",1,60,53,1
"5056",148336,"Joerie Dequevy",34,64,138,1
"5057",24205,"Joey Barton",118,81,154,2
"5058",306655,"Joey Belterman",3,60,53,1
"5059",42573,"Joey Didulica",19,74,358,1
"5060",611526,"Joey Dujardin",1,57,56,1
"5061",150240,"Joey Godee",13,63,60,2
"5062",23931,"Joey O'Brien",53,71,140,1
"5063",248151,"Joey Pelupessy",45,68,59,1
"5064",466834,"Joey Sleegers",3,67,68,1
"5065",113292,"Joey Suk",11,63,45,2
"5066",110214,"Joey van den Berg",97,72,51,1
"5067",52490,"Joffre David Guerron",5,75,139,1
"5068",37756,"Johan Audel",71,78,123,1
"5069",49269,"Johan Bertilsson",1,64,52,1
"5070",46704,"Johan Carrasso",32,71,361,1
"5071",37567,"Johan Cavalli",63,71,141,1
"5072",30986,"Johan Djourou",141,81,135,2
"5073",34261,"Johan Elmander",95,85,117,1
"5074",212520,"Johan Kappelhof",113,69,55,1
"5075",46741,"Johan Liebus",1,70,348,1
"5076",142186,"Johan Maartensson",49,68,124,1
"5077",167557,"Johan Martial",56,68,114,1
"5078",474673,"Johan Mojica",7,74,59,1
"5079",33681,"Johan Vonlanthen",15,78,116,1
"5080",129915,"Johann Berg Gudmundsson",60,72,113,1
"5081",210693,"Johann Durand",1,61,308,1
"5082",93353,"Johann Ramare",21,68,130,1
"5083",38722,"Johann Vogel",1,73,113,1
"5084",37087,"Johannes Flum",86,75,139,1
"5085",237542,"Johannes Geis",89,79,68,1
"5086",40985,"Johannes van den Bergh",64,73,134,1
"5087",650847,"Joher Khadim Rassoul",1,65,56,1
"5088",278831,"John Anthony Brooks",58,77,44,1
"5089",24130,"John Arne Riise",175,82,163,2
"5090",35576,"John Baird",28,62,43,1
"5091",105680,"John Bostock",15,70,136,1
"5092",151009,"John Boye",52,72,134,1
"5093",26165,"John Carew",53,83,112,1
"5094",97194,"John Fleck",16,68,131,1
"5095",109653,"John Goossens",40,72,124,1
"5096",130298,"John Guidetti",52,74,56,3
"5097",407118,"John Herron",1,57,58,1
"5098",52054,"John Jairo Culma",25,73,51,1
"5099",288784,"John Jairo Ruiz",15,66,49,2
"5100",356406,"John McGinn",51,65,51,1
"5101",30885,"John Mensah",42,84,124,2
"5102",24150,"John O'Shea",204,80,173,1
"5103",32345,"John Obi Mikel",152,83,149,1
"5104",72782,"John Ogu,27",11,65,48,1
"5105",37266,"John Pantsil",74,77,154,1
"5106",112585,"John Paul Kissock",1,63,45,1
"5107",32968,"John Potter",114,75,148,1
"5108",34447,"John Rankin",242,71,152,1
"5109",40602,"John Ruddy",151,79,390,2
"5110",419207,"John Souttar",59,64,58,1
"5111",40133,"John Stewart",3,61,116,1
"5112",263653,"John Stones",61,77,51,1
"5113",164553,"John Sullivan",1,57,52,1
"5114",23117,"John Sutton",178,71,118,1
"5115",30627,"John Terry",236,91,137,1
"5116",208676,"John Tshibumbu",10,67,54,2
"5117",25543,"John Utaka",69,81,121,2
"5118",142994,"John Verhoek",10,68,53,2
"5119",30839,"Johnny Heitinga",125,80,146,3
"5120",25811,"Johnny Leoni",95,72,354,2
"5121",78901,"Johnny Russell",63,73,104,1
"5122",355713,"Johnny Vidales",1,66,34,1
"5123",103468,"Johny Placide",50,75,371,1
"5124",360918,"Johny",107,76,45,1
"5125",33086,"Joleon Lescott",194,82,139,1
"5126",191136,"Jon Aurtenetxe",83,75,60,1
"5127",636565,"Jon Bautista",1,60,53,1
"5128",27327,"Jon Dahl Tomasson",17,83,145,1
"5129",23512,"Jon Daly",115,73,106,1
"5130",183347,"Jon Echaide",2,68,117,1
"5131",449494,"Jon Errasti",18,73,57,1
"5132",239856,"Jon Flanagan",30,72,63,1
"5133",478390,"Jon Gaztanaga",1,66,56,1
"5134",129275,"Jon Gudni Fjoluson",1,64,67,1
"5135",142357,"Jon Robertson",8,58,44,1
"5136",36841,"Jonas De Roeck",19,69,143,2
"5137",95233,"Jonas Elmer",26,69,139,1
"5138",33852,"Jonas Gutierrez",109,79,161,2
"5139",307210,"Jonas Hector",56,78,55,1
"5140",242260,"Jonas Heymans",16,65,51,2
"5141",331542,"Jonas Hofmann",12,76,42,1
"5142",6800,"Jonas Ivens",90,68,132,2
"5143",34262,"Jonas Kamper",6,72,125,1
"5144",120598,"Jonas Loessl",67,76,379,1
"5145",210142,"Jonas Martin",69,75,130,1
"5146",280896,"Jonas Mendes",1,59,297,1
"5147",26527,"Jonas Olsson",187,77,156,1
"5148",557342,"Jonas Omlin",1,51,259,1
"5149",191140,"Jonas Ramalho",5,69,61,1
"5150",186120,"Jonas Sakuwaha",1,61,141,1
"5151",39122,"Jonas",123,83,116,2
"5152",131845,"Jonatan Johansson",3,73,128,1
"5153",710807,"Jonatan Montiel",1,67,47,1
"5154",432825,"Jonatan Straus",26,64,57,1
"5155",93361,"Jonathan Ayite",19,70,121,1
"5156",466484,"Jonathan Benteke",1,62,57,1
"5157",40686,"Jonathan Biabiany",108,80,125,1
"5158",37979,"Jonathan Blondel",37,73,138,1
"5159",18848,"Jonathan Bottinelli",3,73,44,1
"5160",26236,"Jonathan Brison",125,76,156,1
"5161",201102,"Jonathan Buatu Mananga",27,64,45,1
"5162",625167,"Jonathan Correia",1,62,53,1
"5163",113792,"Jonathan Cristaldo",12,74,63,1
"5164",317771,"Jonathan Cristian Silva",13,74,53,1
"5165",24123,"Jonathan De Guzman",124,78,139,4
"5166",208984,"Jonathan Delaplace",101,73,45,2
"5167",189101,"Jonathan dos Santos",32,79,151,1
"5168",159856,"Jonathan Franks",8,63,106,1
"5169",469700,"Jonathan Glao Tah",22,76,49,1
"5170",24664,"Jonathan Greening",49,73,135,1
"5171",25416,"Jonathan Hayes",157,70,53,1
"5172",189074,"Jonathan Hogg",3,70,114,1
"5173",46354,"Jonathan Howson",76,74,141,1
"5174",25730,"Jonathan Jager",16,71,118,1
"5175",43096,"Jonathan Lacourt",8,66,132,1
"5176",38378,"Jonathan Legear",22,73,128,1
"5177",682552,"Jonathan Leko",3,65,46,1
"5178",215307,"Jonathan Ligali",13,73,365,1
"5179",101920,"Jonathan Lopez",2,66,312,1
"5180",40007,"Jonathan Martins-Pereira",48,71,132,1
"5181",192319,"Jonathan Mensah",35,67,48,1
"5182",158235,"Jonathan Page",3,64,90,1
"5183",25830,"Jonathan Parr",7,72,122,1
"5184",150644,"Jonathan Pereira",59,75,138,1
"5185",38216,"Jonathan Pitroipa",123,78,130,2
"5186",101588,"Jonathan Reis",41,75,102,1
"5187",193807,"Jonathan Rivierez",7,68,67,1
"5188",495107,"Jonathan Rodriguez",6,74,53,1
"5189",96645,"Jonathan Rossini",27,71,127,1
"5190",393337,"Jonathan Sabbatini",17,60,45,1
"5191",38606,"Jonathan Santana",3,76,163,1
"5192",240837,"Jonathan Schmid",79,75,47,1
"5193",33729,"Jonathan Sesma",46,76,147,1
"5194",37871,"Jonathan Soriano",1,78,131,1
"5195",33312,"Jonathan Spector",22,72,133,1
"5196",179397,"Jonathan Tinhan",1,67,139,1
"5197",35954,"Jonathan Tuffey",8,63,314,1
"5198",114680,"Jonathan Urretaviscaya",21,75,143,2
"5199",213729,"Jonathan Viera",58,77,118,2
"5200",41568,"Jonathan Vila",10,70,133,1
"5201",33881,"Jonathan Walters",166,75,127,1
"5202",45490,"Jonathan Wilmet",50,66,116,1
"5203",38697,"Jonathan Woodgate",42,82,123,1
"5204",32574,"Jonathan Zebina",95,76,144,2
"5205",280483,"Jonathan Zongo",15,72,54,1
"5206",19352,"Jonathan",49,78,151,1
"5207",128732,"Jonathas",58,79,123,3
"5208",209466,"Jonathas",1,67,59,1
"5209",95344,"Jonathon Grounds",9,68,128,2
"5210",159803,"Jonathon Routledge",15,61,131,1
"5211",127130,"Jonjo Shelvey",86,77,137,1
"5212",43248,"Jonny Evans",151,79,132,1
"5213",120116,"Jonny Rowell",11,66,95,1
"5214",541557,"Jony",33,77,62,1
"5215",130667,"Joo-Ho Park",82,75,58,2
"5216",42707,"Joonas Kolkka",46,70,150,1
"5217",26491,"Joost Broerse",76,67,58,1
"5218",26508,"Joost Terol",3,65,328,1
"5219",466854,"Joost van Aken",49,71,47,1
"5220",9149,"Joost Volmer",10,65,101,1
"5221",21765,"Jop van der Linden",75,72,53,1
"5222",352943,"Jordan Adeoti",17,70,48,1
"5223",473853,"Jordan Amavi",25,75,58,2
"5224",154280,"Jordan Ayew",117,76,111,2
"5225",149895,"Jordan Bowery",1,63,129,1
"5226",210119,"Jordan Ferri",37,76,59,1
"5227",264216,"Jordan Forster",22,61,58,1
"5228",156008,"Jordan Henderson",177,79,134,1
"5229",127141,"Jordan Kirkpatrick",3,47,121,1
"5230",671644,"Jordan Leborgne",1,64,51,1
"5231",17875,"Jordan Loties",112,74,135,2
"5232",173462,"Jordan Lukaku",47,72,53,1
"5233",706985,"Jordan Lyden",1,58,53,1
"5234",445510,"Jordan McGhee",20,60,71,1
"5235",58486,"Jordan McMillan",38,59,119,1
"5236",201804,"Jordan Mustoe",18,64,47,1
"5237",303919,"Jordan Pickford",2,71,367,1
"5238",38777,"Jordan Remacle",70,70,46,1
"5239",303922,"Jordan Roberts",6,58,68,1
"5240",46381,"Jordan Robertson",1,57,43,1
"5241",422413,"Jordan Rolly Botaka",14,67,64,1
"5242",215930,"Jordan Slew",17,63,64,1
"5243",148904,"Jordan Spence",1,67,112,1
"5244",261313,"Jordan Veretout",78,76,47,2
"5245",45837,"Jordens Peters",89,69,60,1
"5246",150739,"Jordi Alba",148,84,138,1
"5247",193223,"Jordi Amat",80,75,114,2
"5248",38427,"Jordi Codina",64,76,384,1
"5249",150632,"Jordi Feliu Xumetra",27,74,123,1
"5250",172147,"Jordi Figueras",74,73,126,2
"5251",118929,"Jordi Gomez",86,74,154,1
"5252",37492,"Jordi Lopez Felpeto",14,73,158,1
"5253",213684,"Jordi Masip",1,71,351,1
"5254",401004,"Jordi Vanlerberghe",3,64,63,1
"5255",280653,"Jordon Ibe",10,71,61,1
"5256",149917,"Jordon Mutch",36,72,133,1
"5257",109639,"Jordy Buijs",117,67,42,1
"5258",209384,"Jordy Clasie",179,78,53,2
"5259",310505,"Jordy Croux",1,63,58,1
"5260",167059,"Jordy Deckers",2,63,320,1
"5261",303929,"Jordy van Deelen",13,62,56,1
"5262",520426,"Jordy van der Winden",1,60,51,1
"5263",189977,"Jore Trompet",4,64,51,1
"5264",257847,"Jores Okore",36,77,70,1
"5265",37187,"Jorg van Nieuwenhuijzen",1,61,305,1
"5266",11760,"Jorge Baptista",5,65,316,1
"5267",145063,"Jorge Claros",29,67,47,1
"5268",56952,"Jorge Fucile",46,77,126,1
"5269",183321,"Jorge Garcia Morcillo",7,69,60,1
"5270",74739,"Jorge Garcia",9,70,148,1
"5271",97508,"Jorge Goncalves",39,70,130,2
"5272",730065,"Jorge Intima",1,57,59,1
"5273",522116,"Jorge Kadu",7,62,55,1
"5274",38403,"Jorge Lopez",18,79,155,2
"5275",96534,"Jorge Martinez",36,77,155,1
"5276",580589,"Jorge Mere",24,72,54,1
"5277",2983,"Jorge Molina",70,75,139,1
"5278",287353,"Jorge Orti",1,62,62,1
"5279",213482,"Jorge Pulido",15,70,45,1
"5280",32504,"Jorge Ribeiro",10,72,142,1
"5281",260182,"Jorge Rojas",3,71,63,1
"5282",171338,"Jorge Teixeira",121,72,55,3
"5283",98363,"Jorginho Sousa",12,66,42,1
"5284",25927,"Jorginho",3,76,150,1
"5285",282775,"Jorginho",75,79,56,1
"5286",41987,"Jorginho",26,64,125,1
"5287",94306,"Joris Delle",12,72,360,1
"5288",687733,"Joris Gnagnon",1,59,46,1
"5289",500932,"Joris Kayembe Ditu",15,69,58,1
"5290",37787,"Joris Mathijsen",86,80,142,3
"5291",93466,"Joris Steve Marveaux",107,75,146,1
"5292",39848,"Joris van Hout",18,66,124,1
"5293",422121,"Joris van Overeem",54,71,52,1
"5294",37963,"Jorn Vermeulen",15,64,140,1
"5295",467495,"Jorrit Hendrix",41,75,53,1
"5296",45418,"Jos Hooiveld",32,74,123,2
"5297",149950,"Josa",1,64,56,1
"5298",26861,"Jose Alberto Shaffer,18",15,70,46,1
"5299",38148,"Jose Angel Crespo",54,70,130,3
"5300",162497,"Jose Angel",97,75,127,3
"5301",213816,"Jose Angel",3,68,48,1
"5302",38065,"Jose Antonio Garcia Calvo",19,76,141,1
"5303",38821,"Jose Antonio Reyes",133,85,151,2
"5304",69166,"Jose Ariel Nunez",1,72,46,1
"5305",148790,"Jose Baxter",1,73,119,1
"5306",25925,"Jose Bosingwa",100,82,152,1
"5307",213502,"Jose Campana",11,72,42,4
"5308",161651,"Jose Canas",55,78,133,2
"5309",33849,"Jose Carlos Nunes",130,78,147,1
"5310",165607,"Jose Carlos",15,75,133,1
"5311",445908,"Jose Caro",1,66,53,1
"5312",150737,"Jose Catala",13,73,136,1
"5313",2768,"Jose Dorado",71,75,128,1
"5314",37475,"Jose Enrique",120,80,151,1
"5315",39180,"Jose Espinal",1,57,119,1
"5316",26552,"Jose Fonte",133,81,139,1
"5317",11349,"Jose Gaspar",91,68,113,1
"5318",391058,"Jose Gaya",48,80,53,1
"5319",474589,"Jose Gimenez",26,81,52,1
"5320",32043,"Jose Gomes de Moraes Edmilson",21,81,162,1
"5321",32589,"Jose Goncalves",35,71,86,2
"5322",18653,"Jose Gustavo Sand",1,72,65,1
"5323",35712,"Jose Holebas",34,77,105,2
"5324",41445,"Jose Ignacio Castillo",35,74,115,1
"5325",207511,"Jose Izquierdo",21,74,53,1
"5326",38550,"Jose Javier Barkero",85,78,156,1
"5327",33874,"Jose Josetxo",34,78,138,1
"5328",573663,"Jose Kante",8,64,57,1
"5329",39210,"Jose Leonardo Talamonti",43,71,147,1
"5330",26554,"Jose Leonardo Ulloa",52,74,119,2
"5331",146768,"Jose Luis Fernandez",1,71,56,1
"5332",56706,"Jose Luis Garces",1,71,141,1
"5333",477472,"Jose Luis Morales",40,77,64,1
"5334",185625,"Jose Luis Palomino",18,73,53,1
"5335",99333,"Jose Manuel Casado",106,75,140,1
"5336",37411,"Jose Manuel Jurado",116,80,156,3
"5337",33732,"Jose Manuel Pinto",30,78,384,1
"5338",11860,"Jose Manuel Ze Gomes",58,67,139,1
"5339",22234,"Jose Mari",3,79,126,1
"5340",364244,"Jose Mari",26,72,54,1
"5341",18521,"Jose Maria Basanta",22,78,143,1
"5342",150330,"Jose Maria Callejon",191,81,117,2
"5343",32765,"Jose Maria Guti",17,84,161,1
"5344",183521,"Jose Maria Lopez Silva",3,71,60,1
"5345",674492,"Jose Matos",1,58,33,1
"5346",470868,"Jose Mauri",32,72,48,1
"5347",24131,"Jose Miguel Josemi",46,76,117,1
"5348",33884,"Jose Moraton",14,75,141,1
"5349",30582,"Jose Moreira",9,78,389,1
"5350",38575,"Jose Movilla",58,78,158,1
"5351",109331,"Jose Nadson",29,68,48,1
"5352",33101,"Jose Paolo Guerrero",50,78,133,1
"5353",169198,"Jose Picon",1,61,48,1
"5354",186121,"Jose Raul Baena",121,78,136,1
"5355",238841,"Jose Recio",111,76,52,1
"5356",359190,"Jose Rodriguez",11,75,53,1
"5357",416175,"Jose Sa",7,75,371,1
"5358",35559,"Jose Saez",61,67,139,1
"5359",51545,"Jose Salomon Rondon",87,80,126,2
"5360",150085,"Jose Semedo",5,57,122,1
"5361",18518,"Jose Sosa",10,82,142,3
"5362",116183,"Jose Velazquez",21,69,115,1
"5363",18548,"Jose Ze Pedro",56,74,149,1
"5364",97257,"Joseba Del Olmo",1,65,148,1
"5365",37605,"Joseba Garmendia",4,69,136,1
"5366",38551,"Joseba Llorente",49,81,143,1
"5367",485141,"Joseba Zaldua",40,72,58,1
"5368",239287,"Josef Martinez",64,74,60,2
"5369",172321,"Joselu",71,75,121,2
"5370",205307,"Joselu",1,71,55,1
"5371",638029,"Josep Sene",3,69,60,1
"5372",38440,"Joseph Akpala",58,72,117,2
"5373",317408,"Joseph Barbato",1,58,51,1
"5374",156007,"Joseph Bennett",22,68,120,1
"5375",294862,"Joseph Chalmers",11,54,51,1
"5376",41137,"Joseph Desire Job",1,74,116,1
"5377",568571,"Joseph Gomez",5,68,49,1
